# ----------------------------------------
# SACRD.org v2 - GA4
# Page View Events-Page Views
# 20250901-20250930
# ----------------------------------------

,Segment,Is page view,Totals
Page location,Page referrer,Event count,Event count
https://www.sacrd.org/directory/subcategory/english-as-a-second-language,https://www.google.com/,27,27
https://www.sacrd.org/directory/subcategory/food-pantry?page=3,https://www.sacrd.org/directory/subcategory/food-pantry?page=2,27,27
https://www.sacrd.org/es/directory/program/16713,,27,27
https://www.sacrd.org/es/directory/subcategory/food-pantry?page=3,https://www.google.com/,27,27
https://www.sacrd.org/portal/housingservices/?gp=hsp_startingpage,,27,27
https://sacrd.org/directory/?zipcode=78251,https://sacrd.org/directory/,26,26
https://sacrd.org/directory/organization/1711,https://sacrd.org/directory/organization/1711,26,26
https://sacrd.org/portal/sadigitalconnects/?gp=mainPage&s=Help%20paying%20for%20electricity,,26,26
https://www.sacrd.org/directory/,https://statics.teams.cdn.office.net/,26,26
https://www.sacrd.org/directory/?zipcode=78223,https://www.sacrd.org/directory/,26,26
https://www.sacrd.org/directory/organization/1614,https://www.google.com/,26,26
https://www.sacrd.org/directory/organization/2107,,26,26
https://www.sacrd.org/directory/program/11598,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/12149,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/15192,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/160,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/16357,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/821,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/9022,https://www.google.com/,26,26
https://www.sacrd.org/directory/program/9180,https://www.google.com/,26,26
https://www.sacrd.org/directory/subcategory/food-pantry?zipcode=78217&page=2,https://www.google.com/,26,26
https://www.sacrd.org/directory/subcategory/support-groups-activities,https://www.google.com/,26,26
https://hillcountryresources.org/,,25,25
https://sacrd.org/Findhelp.org/211,,25,25
https://sacrd.org/directory/subcategory/emergency-food,https://sacrd.org/directory/,25,25
https://sacrd.org/directory/subcategory/help-pay-for-utilities,https://sacrd.org/directory/program/7557,25,25
https://www.sacrd.org/directory/organization/1468,https://www.google.com/,25,25
https://www.sacrd.org/directory/organization/1533,https://www.google.com/,25,25
https://www.sacrd.org/directory/organization/1603,https://www.google.com/,25,25
https://www.sacrd.org/directory/organization/2832,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/1036,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/10873,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/10885,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/11172,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/11317,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/11776,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/12165,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/15029,https://www.sacrd.org/directory/subcategory/help-pay-for-utilities,25,25
https://www.sacrd.org/directory/program/15471,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/16012,https://www.sacrd.org/directory/,25,25
https://www.sacrd.org/directory/program/2276,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/248,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/458,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/554,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/5682,,25,25
https://www.sacrd.org/directory/program/701,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/767,https://www.google.com/,25,25
https://www.sacrd.org/directory/program/9057,https://www.sacrd.org/directory/program/9057,25,25
https://www.sacrd.org/directory/program/9068,https://www.google.com/,25,25
https://www.sacrd.org/directory/search?s=Food,https://www.sacrd.org/directory/,25,25
https://www.sacrd.org/directory/subcategory/baby-supplies,https://www.sacrd.org/directory/,25,25
https://www.sacrd.org/es/directory/organization/1419,https://www.google.com/,25,25
https://www.sacrd.org/es/directory/program/6860,https://www.sacrd.org/es/directory/program/6860,25,25
https://comalcares.org/directory/,https://mckenna.org/,24,24
https://sacrd.org/directory/program/115,,24,24
https://sacrd.org/directory/program/697,https://sacrd.org/directory/subcategory/help-pay-for-utilities,24,24
https://www.hillcountryresource.com/,https://www.google.com/,24,24
https://www.sacrd.org/directory/?zipcode=78210,https://www.sacrd.org/directory/,24,24
https://www.sacrd.org/directory/?zipcode=78227,https://www.sacrd.org/directory/,24,24
https://www.sacrd.org/directory/organization/1297,https://www.sacrd.org/directory/organization/1297,24,24
https://www.sacrd.org/directory/organization/1512,https://www.google.com/,24,24
https://www.sacrd.org/directory/organization/1571?lat=29.424738&lng=-98.49177,https://www.sacrd.org/directory/organization/1571?lat=29.424738&lng=-98.49177,24,24
https://www.sacrd.org/directory/organization/1895,https://www.google.com/,24,24
https://www.sacrd.org/directory/organization/601,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/11021,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/11325,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/11408,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/12219,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/13798,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/17299,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/1858,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/213,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/551,https://www.google.com/,24,24
https://www.sacrd.org/directory/program/7155,https://www.google.com/,24,24
https://www.sacrd.org/directory/subcategory/advocacy-legal-aid,https://www.sacrd.org/directory/,24,24
https://www.sacrd.org/directory/subcategory/food-pantry?zipcode=78207,https://www.google.com/,24,24
https://sacrd.org/directory/,android-app://com.google.android.gm/,23,23
https://sacrd.org/directory/program/18962,https://sacrd.org/directory/subcategory/help-pay-for-utilities,23,23
https://sacrd.org/directory/subcategory/dental-care,https://sacrd.org/directory/,23,23
https://sacrd.org/directory/subcategory/help-pay-for-utilities,https://sacrd.org/directory/program/16012,23,23
https://www.comalcares.org/portal/housingservices/,https://www.comalcares.org/directory/,23,23
https://www.sacrd.org/directory/?zipcode=78228,https://www.sacrd.org/directory/,23,23
https://www.sacrd.org/directory/organization/1929,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/10582,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/10883,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/14094,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/16713,https://www.sacrd.org/directory/program/16713,23,23
https://www.sacrd.org/directory/program/17615,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/18379,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/1934,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/3356,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/4017,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/4856,,23,23
https://www.sacrd.org/directory/program/503,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/6764,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/7037,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/8107,https://www.sacrd.org/directory/program/8107,23,23
https://www.sacrd.org/directory/program/925,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/949,https://www.google.com/,23,23
https://www.sacrd.org/directory/program/993,https://www.google.com/,23,23
https://www.sacrd.org/directory/subcategory/help-pay-for-utilities,https://www.sacrd.org/directory/program/16012,23,23
https://sacrd.org/directory/program/11721,https://sacrd.org/directory/,22,22
https://www.sacrd.org/directory/organization/1513,https://www.google.com/,22,22
https://www.sacrd.org/directory/organization/2530,https://www.sacrd.org/directory/organization/2530,22,22
https://www.sacrd.org/directory/program/10694,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/121,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/12147,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/18962,https://www.sacrd.org/directory/program/18962,22,22
https://www.sacrd.org/directory/program/249,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/4822,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/6887,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/742,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/7557,https://www.sacrd.org/directory/organization/2530,22,22
https://www.sacrd.org/directory/program/864,https://www.google.com/,22,22
https://www.sacrd.org/directory/program/8661,,22,22
https://www.sacrd.org/directory/subcategory/clothing,https://www.sacrd.org/directory/,22,22
https://www.sacrd.org/directory/subcategory/home-repairs,https://www.sacrd.org/directory/subcategory/home-repairs,22,22
https://www.sacrd.org/directory/subcategory/tenants-rights,https://www.sacrd.org/directory/subcategory/help-pay-for-housing,22,22
https://www.sacrd.org/navigator/content/pro-about,https://www.sacrd.org/login,22,22
https://www.sacrd.org/portal/mici/?zipcode=78230&gp=mainPage,,22,22
http://localhost/navigator/profile,http://localhost:8000/directory/subscriber?state=contacts,21,21
https://sacrd.org/directory/organization/1711,https://sacrd.org/directory/subcategory/help-pay-for-housing,21,21
https://sacrd.org/directory/program/14948,https://sacrd.org/directory/program/14948,21,21
https://sacrd.org/directory/subcategory/tenants-rights,https://sacrd.org/directory/subcategory/help-pay-for-housing,21,21
https://www.sacrd.org/directory/organization/2393,https://www.sacrd.org/directory/program/7999,21,21
https://www.sacrd.org/directory/program/1010,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/107,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/10875,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/1094,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/11358,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/11721,https://www.sacrd.org/directory/,21,21
https://www.sacrd.org/directory/program/14478,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/15317,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/18213,https://www.sacrd.org/directory/program/18213,21,21
https://www.sacrd.org/directory/program/2512,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/338,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/440,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/4871,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/6489,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/690,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/85,https://www.google.com/,21,21
https://www.sacrd.org/directory/program/946,https://www.sacrd.org/directory/program/946,21,21
https://www.sacrd.org/directory/program/9596,https://www.google.com/,21,21
https://www.sacrd.org/directory/subcategory/baby-supplies,https://www.sacrd.org/directory/subcategory/food-pantry,21,21
https://www.sacrd.org/directory/subcategory/bus-tickets,https://www.google.com/,21,21
https://www.sacrd.org/directory/subcategory/ged-preparation,https://www.google.com/,21,21
https://www.sacrd.org/es/directory/program/6999,https://www.google.com/,21,21
https://www.sacrd.org/es/directory/subcategory/help-pay-for-utilities,https://www.google.com/,21,21
https://www.sacrd.org/navigator/history/bc64277d-6d8d-4f56-8da3-e9b7e077365a,,21,21
https://www.sacrd.org/portal/housingservices/?gp=hsp_startingpage,https://www.sacrd.org/directory/,21,21
https://www.sacrd.org/portal/housingservices/?gp=mainPage,,21,21
http://localhost/directory/subcategory/baby-supplies,http://localhost:8000/directory/,20,20
https://sacrd.org/directory/organization/1982,,20,20
https://sacrd.org/directory/subcategory/help-pay-for-housing,https://sacrd.org/directory/program/18962,20,20
https://sacrd.org/portal/housingservices/?gp=hsp_startingpage,,20,20
https://www.sacrd.org/MentalHealth/,,20,20
https://www.sacrd.org/directory/?zipcode=78201,https://www.sacrd.org/directory/,20,20
https://www.sacrd.org/directory/?zipcode=78212,,20,20
https://www.sacrd.org/directory/?zipcode=78217,https://www.sacrd.org/directory/,20,20
https://www.sacrd.org/directory/?zipcode=78233,https://www.sacrd.org/directory/,20,20
https://www.sacrd.org/directory/organization/1416,https://www.google.com/,20,20
https://www.sacrd.org/directory/organization/1573,https://www.google.com/,20,20
https://www.sacrd.org/directory/organization/1838,https://www.google.com/,20,20
https://www.sacrd.org/directory/organization/1947,https://www.google.com/,20,20
https://www.sacrd.org/directory/organization/2298,https://www.google.com/,20,20
https://www.sacrd.org/directory/organization/2358,https://www.google.com/,20,20
https://www.sacrd.org/directory/organization/2475,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/15454,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/16900,https://www.sacrd.org/directory/organization/3546,20,20
https://www.sacrd.org/directory/program/1902,https://www.sacrd.org/directory/subcategory/help-pay-for-utilities,20,20
https://www.sacrd.org/directory/program/2231,,20,20
https://www.sacrd.org/directory/program/282,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/719,https://www.google.com/,20,20
https://www.sacrd.org/directory/program/7557,,20,20
https://www.sacrd.org/directory/program/9141,https://www.google.com/,20,20
https://www.sacrd.org/directory/subcategory/addiction-recovery-support-groups,https://www.google.com/,20,20
https://www.sacrd.org/directory/subcategory/help-pay-for-housing,https://www.sacrd.org/directory/subcategory/help-pay-for-utilities,20,20
https://www.sacrd.org/directory/subcategory/transportation,https://www.google.com/,20,20
https://www.sacrd.org/es/directory/organization/1323,https://www.google.com/,20,20
https://www.sacrd.org/es/directory/organization/1929,,20,20
http://localhost/directory/organization/1982,,19,19
